year,quarter,period,state,count,amount_inr,avg_ticket_inr
2020,4,2020Q4,ladakh,400254,1364250617.5120263,3408.462170301924
2020,4,2020Q4,lakshadweep,17672,47628614.570741504,2695.1456864385186
2020,4,2020Q4,madhya pradesh,147699496,269845055092.3077,1826.9869728757078
2020,4,2020Q4,maharashtra,397059155,598117839589.4216,1506.3695977225902
2020,4,2020Q4,manipur,1186202,3644196614.1382523,3072.1551760477996
2020,4,2020Q4,meghalaya,836361,2026601308.7769709,2423.1178985832325
2020,4,2020Q4,mizoram,352855,1096221440.2761316,3106.7193047459486
2020,4,2020Q4,nagaland,851689,2766834171.7933636,3248.643779352984
2020,4,2020Q4,odisha,94873191,182755800341.008,1926.316574942736
2020,4,2020Q4,puducherry,2534435,4357050361.95191,1719.1407007683804
2020,4,2020Q4,punjab,23593701,54527944550.72394,2311.1229794225137
2020,4,2020Q4,rajasthan,184672061,370817106324.81665,2007.9762164175806
2020,4,2020Q4,sikkim,778335,2085958059.255025,2680.0260289657085
2020,4,2020Q4,tamil nadu,112119794,204191947116.8283,1821.1944548955228
2020,4,2020Q4,telangana,321839483,640618169487.1467,1990.489679872953
2020,4,2020Q4,tripura,1967767,3877627429.5468283,1970.5724455928107
2020,4,2020Q4,uttar pradesh,191598396,380442192615.8421,1985.6230561337377
2020,4,2020Q4,uttarakhand,18918942,33134968485.444317,1751.417626072553
2020,4,2020Q4,west bengal,101265149,194248152966.42114,1918.2132736152014
2021,1,2021Q1,andaman & nicobar islands,316270,962447873.368161,3043.1209832363515
2021,1,2021Q1,andhra pradesh,360571899,827396576580.57,2294.67847848168
2021,1,2021Q1,arunachal pradesh,1511740,4824985661.331147,3191.6769162231253
2021,1,2021Q1,assam,17317732,44333318961.29296,2559.9956715632834
2021,1,2021Q1,bihar,111690707,277382314169.3477,2483.4860627155645
2021,1,2021Q1,chandigarh,3291014,5639239470.444478,1713.526429983123
2021,1,2021Q1,chhattisgarh,48630460,85037921799.0683,1748.6555093056554
2021,1,2021Q1,dadra & nagar haveli & daman & diu,2468208,3719731952.6275053,1507.057732827827
2021,1,2021Q1,delhi,120153276,205668430518.44977,1711.717211259806
2021,1,2021Q1,goa,6169621,11178477599.490131,1811.8580702915351
2021,1,2021Q1,gujarat,92994867,178693454967.36502,1921.541056318356
2021,1,2021Q1,haryana,105784676,194682830151.4549,1840.3689221627421
2021,1,2021Q1,himachal pradesh,8416756,15284058641.692795,1815.9084856080888
2021,1,2021Q1,jammu & kashmir,6819001,14689457308.71754,2154.194919273005
2021,1,2021Q1,jharkhand,52349920,96054296641.15721,1834.8508773491385
2021,1,2021Q1,karnataka,521967299,752831794629.573,1442.2968566649097
2021,1,2021Q1,kerala,43831729,71423214754.64795,1629.4865930259778
2021,1,2021Q1,ladakh,400146,1350829015.2245107,3375.840356331216
2021,1,2021Q1,lakshadweep,16065,49159946.33657811,3060.065131439658
2021,1,2021Q1,madhya pradesh,187447068,319696045419.14996,1705.527052677879
2021,1,2021Q1,maharashtra,488141386,712800108227.8447,1460.232892909934
2021,1,2021Q1,manipur,1151135,3880846919.5235186,3371.322146858117
2021,1,2021Q1,meghalaya,895045,2367708528.6778736,2645.3513830900943
2021,1,2021Q1,mizoram,384386,1265644701.42484,3292.639954173253
2021,1,2021Q1,nagaland,877753,2906783684.0056076,3311.6191958393847
2021,1,2021Q1,odisha,115094652,220742131430.68103,1917.918231601943
2021,1,2021Q1,puducherry,3128221,5316493350.2404785,1699.5261364975424
2021,1,2021Q1,punjab,27470162,59753193346.677505,2175.2035298036285
2021,1,2021Q1,rajasthan,240954777,468471366342.2837,1944.2294200387805
2021,1,2021Q1,sikkim,879693,2440814120.1876507,2774.6203734571613
2021,1,2021Q1,tamil nadu,135702280,245293582891.245,1807.5863050439905
2021,1,2021Q1,telangana,392460349,745675476381.9314,1900.0020722652198
2021,1,2021Q1,tripura,2012544,4367162381.678455,2169.971131899951
2021,1,2021Q1,uttar pradesh,227417493,433880828404.01526,1907.8603966670905
2021,1,2021Q1,uttarakhand,21980872,37055782980.02542,1685.819515259696
2021,1,2021Q1,west bengal,115001959,231129225939.18713,2009.7851197403265
2021,2,2021Q2,andaman & nicobar islands,457972,1105731027.1761088,2414.407490362094
2021,2,2021Q2,andhra pradesh,450715706,1067722803488.4009,2368.949626726345
2021,2,2021Q2,arunachal pradesh,2126788,5874285594.840509,2762.0456739649226
2021,2,2021Q2,assam,22621193,51853860554.972015,2292.269048540986
2021,2,2021Q2,bihar,152928387,374306226227.0451,2447.591539869214
2021,2,2021Q2,chandigarh,3336924,5688419002.539844,1704.6894093302226
2021,2,2021Q2,chhattisgarh,57474912,98787017765.85956,1718.785019903285
2021,2,2021Q2,dadra & nagar haveli & daman & diu,2814882,4058213192.3616095,1441.6992230443796
2021,2,2021Q2,delhi,121471283,202501475643.4478,1667.0728310612133
2021,2,2021Q2,goa,5343431,8784725625.06963,1644.0234046382614
2021,2,2021Q2,gujarat,108741359,203060508004.0047,1867.3714387182222
2021,2,2021Q2,haryana,124382433,232312577411.7166,1867.7281976926486
2021,2,2021Q2,himachal pradesh,10673405,18003833831.481735,1686.7938424037816
2021,2,2021Q2,jammu & kashmir,9759120,19030309332.015205,1950.0025957274022
2021,2,2021Q2,jharkhand,65088355,122250011704.13626,1878.2163369182745
2021,2,2021Q2,karnataka,527810680,831158630288.7233,1574.7287081965133
2021,2,2021Q2,kerala,49530478,76654377740.94525,1547.620391245674
2021,2,2021Q2,ladakh,650578,2108362311.0630236,3240.752547831349
2021,2,2021Q2,lakshadweep,20788,49741657.90632099,2392.8063260689337
2021,2,2021Q2,madhya pradesh,203308974,393063852579.44696,1933.3325275619509
2021,2,2021Q2,maharashtra,533231187,829232878614.5254,1555.1094887751294
2021,2,2021Q2,manipur,1435977,4129039191.3406844,2875.4215362367813
2021,2,2021Q2,meghalaya,1126432,2534515849.849267,2250.038928092656
2021,2,2021Q2,mizoram,469489,1293398978.7225688,2754.907950394085
2021,2,2021Q2,nagaland,1107351,3195473116.112031,2885.6912723355385
2021,2,2021Q2,odisha,138225698,259055016593.60217,1874.1451144171626
2021,2,2021Q2,puducherry,3236303,5392106422.861448,1666.1315157639592
2021,2,2021Q2,punjab,32681997,70282984186.27884,2150.5106981767008
2021,2,2021Q2,rajasthan,274437184,536307861093.09106,1954.20989705641
2021,2,2021Q2,sikkim,1064819,2607900949.033514,2449.1495259133376
2021,2,2021Q2,tamil nadu,142941858,255693504471.958,1788.7937658677838
2021,2,2021Q2,telangana,461066776,943090363047.5881,2045.4528761091824
2021,2,2021Q2,tripura,2428946,4660359423.354675,1918.6755997682433
2021,2,2021Q2,uttar pradesh,273728175,536955159535.7084,1961.636428313265
2021,2,2021Q2,uttarakhand,25376378,41298099649.73271,1627.4229383615232
2021,2,2021Q2,west bengal,138748743,266671675321.52402,1921.97543239382
2021,3,2021Q3,andaman & nicobar islands,587428,1530805193.8545938,2605.9452287847935
2021,3,2021Q3,andhra pradesh,552469257,1229581784431.981,2225.611233299776
2021,3,2021Q3,arunachal pradesh,2552879,7358989851.156297,2882.6238341716535
2021,3,2021Q3,assam,28693230,64005741457.90784,2230.691402045285
2021,3,2021Q3,bihar,184812122,398169200251.47766,2154.453917538362
2021,3,2021Q3,chandigarh,4795459,7498822383.4005165,1563.7340207476525
2021,3,2021Q3,chhattisgarh,80717872,128856725337.29623,1596.384073867758
2021,3,2021Q3,dadra & nagar haveli & daman & diu,4130800,5487801996.985148,1328.5082785380914
2021,3,2021Q3,delhi,172751582,288115773262.44116,1667.8039640901302
2021,3,2021Q3,goa,7417529,11618809271.817026,1566.398900741342
2021,3,2021Q3,gujarat,146565806,266874951666.12268,1820.8541197264162
2021,3,2021Q3,haryana,165765789,279337569622.5245,1685.1340153336735
2021,3,2021Q3,himachal pradesh,12997641,22459107257.73033,1727.93718935077
2021,3,2021Q3,jammu & kashmir,12146768,25141751151.745125,2069.8305221393152
2021,3,2021Q3,jharkhand,85440030,143139149140.78366,1675.3171685541738
2021,3,2021Q3,karnataka,746649773,1121937537110.1548,1502.6289134225115
2021,3,2021Q3,kerala,66171196,105680340079.37677,1597.0746558574635
2021,3,2021Q3,ladakh,929963,3194633089.416123,3435.2260137404637
2021,3,2021Q3,lakshadweep,24627,71786359.45006213,2914.9453628156953
2021,3,2021Q3,madhya pradesh,286544938,471043596822.1968,1643.8733837350035
2021,3,2021Q3,maharashtra,734586580,1040338295534.0461,1416.2228440574645
2021,3,2021Q3,manipur,1772255,5444167085.189641,3071.88699436009
2021,3,2021Q3,meghalaya,1354216,3204114778.4993167,2366.0293324693525
2021,3,2021Q3,mizoram,555934,1666750165.8631315,2998.107987392625
2021,3,2021Q3,nagaland,1316726,4091491954.330838,3107.322217629817
2021,3,2021Q3,odisha,183365656,315250260342.66077,1719.2437625433017
2021,3,2021Q3,puducherry,4590304,7468860247.675983,1627.0949043191874
2021,3,2021Q3,punjab,41656204,84329568328.41077,2024.4179793341411
2021,3,2021Q3,rajasthan,384071639,686772090114.5065,1788.1353903210397
2021,3,2021Q3,sikkim,1295143,3285177951.9864945,2536.536854993228
2021,3,2021Q3,tamil nadu,200552172,356208315248.4176,1776.1379081370287
2021,3,2021Q3,telangana,592741458,1102647432922.4187,1860.250228898986
2021,3,2021Q3,tripura,2876416,5802800784.247176,2017.3718906608697
2021,3,2021Q3,uttar pradesh,350675338,627645749576.7488,1789.8200459615691
2021,3,2021Q3,uttarakhand,33180604,52164580069.14418,1572.1407623907082
2021,3,2021Q3,west bengal,175901327,344476718379.314,1958.3520161807194
2021,4,2021Q4,andaman & nicobar islands,722741,2012194678.690066,2784.1158571190317
2021,4,2021Q4,andhra pradesh,576560191,1241105876775.0784,2152.604179318163
2021,4,2021Q4,arunachal pradesh,2781103,7765536383.489752,2792.2505507669985
2021,4,2021Q4,assam,35028733,77820924721.56917,2221.6311598129787
2021,4,2021Q4,bihar,211595139,455873110665.51166,2154.459279263082
2021,4,2021Q4,chandigarh,5012587,7760737879.59054,1548.2500113395618
2021,4,2021Q4,chhattisgarh,90986070,142897547581.29657,1570.5431345841905
2021,4,2021Q4,dadra & nagar haveli & daman & diu,4718714,6073199177.991066,1287.0454064372339
2021,4,2021Q4,delhi,180172118,312145482478.9022,1732.4849479701527
2021,4,2021Q4,goa,11465988,18743523947.17128,1634.7063983645614
2021,4,2021Q4,gujarat,155616570,290763968555.83673,1868.4640623799685
2021,4,2021Q4,haryana,172725358,309594718962.4182,1792.4103475438633
2021,4,2021Q4,himachal pradesh,13750261,23742042055.622837,1726.661192512843
2021,4,2021Q4,jammu & kashmir,13451800,27038608302.84806,2010.0364488654352
2021,4,2021Q4,jharkhand,100429690,168572076881.3144,1678.5083861287872
2021,4,2021Q4,karnataka,801331486,1182460315270.1006,1475.6194358124856
2021,4,2021Q4,kerala,74793487,111505022241.01321,1490.8386640806466
2021,4,2021Q4,ladakh,857639,2662955792.650712,3104.984489570451
2021,4,2021Q4,lakshadweep,25317,80761077.71397853,3189.993984831478
2021,4,2021Q4,madhya pradesh,321167679,527428491137.57495,1642.221573415471
2021,4,2021Q4,maharashtra,821255563,1161752565942.6445,1414.6054142985995
2021,4,2021Q4,manipur,1782570,5545169786.397645,3110.77252865113
2021,4,2021Q4,meghalaya,1558644,3952050835.0893,2535.569915316968
2021,4,2021Q4,mizoram,565002,1762778939.6199198,3119.951680914262
2021,4,2021Q4,nagaland,1369793,4397011067.663409,3209.982141581545
2021,4,2021Q4,odisha,212268637,349960811331.7029,1648.6694232257348
2021,4,2021Q4,puducherry,4932923,7719396424.895111,1564.8726779021508
2021,4,2021Q4,punjab,44390425,94107319933.46066,2119.991415569026
2021,4,2021Q4,rajasthan,410190115,765489774059.7771,1866.1828895115552
2021,4,2021Q4,sikkim,1498091,3929709746.243639,2623.1448865547145
2021,4,2021Q4,tamil nadu,218792102,374419414326.7141,1711.3022403647556
2021,4,2021Q4,telangana,642408303,1206831019294.7505,1878.6043294567294
2021,4,2021Q4,tripura,2997566,6336990350.00956,2114.0453120997367
2021,4,2021Q4,uttar pradesh,400725104,752059552950.346,1876.7467908632595
2021,4,2021Q4,uttarakhand,36913646,57949052739.9576,1569.8544852480193
2021,4,2021Q4,west bengal,189761882,385851696670.8897,2033.346700634481
2022,1,2022Q1,andaman & nicobar islands,998495,2453419279.5854826,2457.1172410332374
2022,1,2022Q1,andhra pradesh,725554627,1565634867542.4126,2157.845611178788
2022,1,2022Q1,arunachal pradesh,3643158,9915850686.493687,2721.7734411995543
2022,1,2022Q1,assam,50025695,110373718442.02957,2206.340530441997
2022,1,2022Q1,bihar,279365074,607780285452.8403,2175.5771999360245
2022,1,2022Q1,chandigarh,6026078,9061038154.153315,1503.6377149703862
2022,1,2022Q1,chhattisgarh,118651612,188186021689.86618,1586.0384744698301
2022,1,2022Q1,dadra & nagar haveli & daman & diu,6099780,7630083652.340666,1250.878499280411
2022,1,2022Q1,delhi,223152158,376375724015.03375,1686.632687706447
2022,1,2022Q1,goa,13928876,21935946828.799046,1574.8540534641163
2022,1,2022Q1,gujarat,202167410,375175981366.9569,1855.7688470508522
2022,1,2022Q1,haryana,220541832,382682595071.275,1735.1927822530968
2022,1,2022Q1,himachal pradesh,16563694,26739954514.571903,1614.3714387969196
2022,1,2022Q1,jammu & kashmir,16932419,31916535500.418865,1884.9365527996245
2022,1,2022Q1,jharkhand,130487443,222356236530.36456,1704.0431739501905
2022,1,2022Q1,karnataka,1035726006,1526632375838.833,1473.9732004362097
2022,1,2022Q1,kerala,96434007,139999474580.00208,1451.7645686962078
2022,1,2022Q1,ladakh,991962,2920273909.8131056,2943.937277650863
2022,1,2022Q1,lakshadweep,30348,100573065.28366517,3313.993188469262
2022,1,2022Q1,madhya pradesh,418657344,670680907516.0426,1601.9805149197207
2022,1,2022Q1,maharashtra,1069812670,1484934108466.9033,1388.0318957775135
2022,1,2022Q1,manipur,2257271,6964838004.509034,3085.5125523293545
2022,1,2022Q1,meghalaya,2011337,5366114455.583481,2667.934043665224
2022,1,2022Q1,mizoram,676714,2163424217.0168552,3196.9550164720326
2022,1,2022Q1,nagaland,1709875,5276073879.483517,3085.648880464079
2022,1,2022Q1,odisha,268911728,461602495894.72363,1716.557694704649
2022,1,2022Q1,puducherry,6354587,9877119182.394363,1554.3290511868613
2022,1,2022Q1,punjab,55588571,113838148481.78015,2047.8696687810188
2022,1,2022Q1,rajasthan,535528877,971889889959.4716,1814.822564571941
2022,1,2022Q1,sikkim,1834534,4527630666.266523,2468.0004111488383
2022,1,2022Q1,tamil nadu,278047655,483121547982.56067,1737.5494426757912
2022,1,2022Q1,telangana,820292794,1529608338617.9746,1864.7101983660418
2022,1,2022Q1,tripura,3841505,8167021603.850515,2125.9953075293447
2022,1,2022Q1,uttar pradesh,521369445,955324276610.6467,1832.336524075834
2022,1,2022Q1,uttarakhand,45265588,69248100029.00323,1529.8177509370526
2022,1,2022Q1,west bengal,244077613,512176281443.31213,2098.4156438932077
2022,2,2022Q2,andaman & nicobar islands,1419556,3229468164.9089017,2274.9846888103757
2022,2,2022Q2,andhra pradesh,840332341,1793485874297.8623,2134.257824902472
2022,2,2022Q2,arunachal pradesh,4904907,12095132402.063713,2465.9249200981208
2022,2,2022Q2,assam,64800277,127094723035.47563,1961.3299343685774
2022,2,2022Q2,bihar,350987405,741819444963.2347,2113.5215520432557
2022,2,2022Q2,chandigarh,7761882,10624481178.149662,1368.8022026294218
2022,2,2022Q2,chhattisgarh,143649650,217141086234.92676,1511.6019164329796
2022,2,2022Q2,dadra & nagar haveli & daman & diu,7431344,8548899697.35703,1150.3840620696647
2022,2,2022Q2,delhi,280662698,443015534922.1724,1578.4624678630162
2022,2,2022Q2,goa,16022094,24878187518.779408,1552.7425765183632
2022,2,2022Q2,gujarat,242865983,425192027731.0801,1750.7269749303675
2022,2,2022Q2,haryana,271267385,444207427107.7095,1637.5261150827605
2022,2,2022Q2,himachal pradesh,22234130,33881003865.982437,1523.828630397611
2022,2,2022Q2,jammu & kashmir,24566238,43852978538.412926,1785.0913330080464
2022,2,2022Q2,jharkhand,158327616,259653640097.40186,1639.9769456353201
2022,2,2022Q2,karnataka,1261631220,1828098602933.223,1448.9960092563522
2022,2,2022Q2,kerala,109257505,155452076681.6139,1422.8045632344788
2022,2,2022Q2,ladakh,1690971,4971962008.286831,2940.2999863905598
2022,2,2022Q2,lakshadweep,33079,98136938.13431954,2966.7444038308154
2022,2,2022Q2,madhya pradesh,490063972,789356451377.2751,1610.721245546439
2022,2,2022Q2,maharashtra,1272760072,1740994209212.3047,1367.8887698578783
2022,2,2022Q2,manipur,2451327,7208227925.014736,2940.5411538382014
2022,2,2022Q2,meghalaya,2495929,6101621809.718108,2444.629558660566
2022,2,2022Q2,mizoram,735958,2227243030.2535167,3026.3181190414625
2022,2,2022Q2,nagaland,1974012,5909718802.434075,2993.760322852179
2022,2,2022Q2,odisha,322378227,525877207233.302,1631.242941333324
2022,2,2022Q2,puducherry,7489973,11295663383.730684,1508.1046865897492
2022,2,2022Q2,punjab,69470142,131238733411.7305,1889.1386951782897
2022,2,2022Q2,rajasthan,620679225,1085864980526.7068,1749.4785338218896
2022,2,2022Q2,sikkim,2512240,5966964957.632882,2375.1572133366567
2022,2,2022Q2,tamil nadu,338126426,560768519721.7483,1658.4581286815728
2022,2,2022Q2,telangana,993209224,1792476811489.9426,1804.7323445819534
2022,2,2022Q2,tripura,4598026,8963681349.511333,1949.462954213685
2022,2,2022Q2,uttar pradesh,655438792,1150071386489.6924,1754.6587118842554
2022,2,2022Q2,uttarakhand,60660502,88219812501.76044,1454.3205148839756
2022,2,2022Q2,west bengal,298813188,605707035569.897,2027.0425131634317
2022,3,2022Q3,andaman & nicobar islands,1876971,3727232315.104086,1985.769793515236
2022,3,2022Q3,andhra pradesh,956418056,1959402519798.4548,2048.688340319722
2022,3,2022Q3,arunachal pradesh,6325455,13636396793.285019,2155.7969811317953
2022,3,2022Q3,assam,84341513,150673177993.96173,1786.4652012344352
2022,3,2022Q3,bihar,398081452,747732795859.8962,1878.3412090747104
2022,3,2022Q3,chandigarh,9175146,12189515329.976696,1328.536388410244
2022,3,2022Q3,chhattisgarh,168777635,232335130975.735,1376.575344095413
2022,3,2022Q3,dadra & nagar haveli & daman & diu,9167713,10016928620.567108,1092.6311306393545
2022,3,2022Q3,delhi,336144494,507114703182.28174,1508.6211799806595
2022,3,2022Q3,goa,17781281,25811794705.68304,1451.627399942841
2022,3,2022Q3,gujarat,298170347,492460968385.96,1651.6094686838862
2022,3,2022Q3,haryana,325918974,499123302373.1108,1531.433706504951
2022,3,2022Q3,himachal pradesh,24383236,35641730907.87379,1461.7309576084892
2022,3,2022Q3,jammu & kashmir,30956037,52238599727.460464,1687.509280579438
2022,3,2022Q3,jharkhand,184873084,273793546041.3701,1480.9811148137178
2022,3,2022Q3,karnataka,1499846853,2033196715924.187,1355.6028816257997
2022,3,2022Q3,kerala,133133217,179785817262.17734,1350.420438365711
2022,3,2022Q3,ladakh,2078286,5792916606.523451,2787.3529468626793
2022,3,2022Q3,lakshadweep,34974,100075631.86162713,2861.429400744185
2022,3,2022Q3,madhya pradesh,564992533,805308274469.1998,1425.3432168265485
2022,3,2022Q3,maharashtra,1481906141,1915987311841.3394,1292.920825976481
2022,3,2022Q3,manipur,2976452,8100189981.03102,2721.4246965954835
2022,3,2022Q3,meghalaya,3224648,7207201086.186328,2235.03498248067
2022,3,2022Q3,mizoram,872923,2421358158.8989,2773.8507965752992
2022,3,2022Q3,nagaland,2397145,6778968160.648544,2827.9341302459984
2022,3,2022Q3,odisha,380594298,559830322281.8159,1470.937229547816
2022,3,2022Q3,puducherry,8848397,12834141844.970497,1450.448238813256
2022,3,2022Q3,punjab,85348374,152008684618.77896,1781.0378510407118
2022,3,2022Q3,rajasthan,737030782,1197697051891.4873,1625.0298917521836
2022,3,2022Q3,sikkim,2904465,6064289653.488258,2087.919686926253
2022,3,2022Q3,tamil nadu,403676932,647127117674.8535,1603.081737835972
2022,3,2022Q3,telangana,1161232661,2003594734268.4893,1725.4033593432396
2022,3,2022Q3,tripura,5814252,11009012067.584843,1893.4528581810425
2022,3,2022Q3,uttar pradesh,775761504,1224796014974.3357,1578.8306182493116
2022,3,2022Q3,uttarakhand,68009292,92527276762.59744,1360.5093369093954
2022,3,2022Q3,west bengal,364129324,695665215498.2949,1910.4894048530266
2022,4,2022Q4,andaman & nicobar islands,2263155,4313612056.401077,1906.0170675013762
2022,4,2022Q4,andhra pradesh,1030438279,2028666459424.0625,1968.741360610947
2022,4,2022Q4,arunachal pradesh,7474281,14697638125.945652,1966.4283595901268
2022,4,2022Q4,assam,97084626,172386294490.2151,1775.629176242746
2022,4,2022Q4,bihar,478561642,881147256455.3129,1841.2408749953947
2022,4,2022Q4,chandigarh,9744704,12720512772.5428,1305.3770306971664
2022,4,2022Q4,chhattisgarh,192641774,267162792319.1936,1386.837271957398
2022,4,2022Q4,dadra & nagar haveli & daman & diu,10667542,11210383267.660694,1050.8871929129216
2022,4,2022Q4,delhi,365023307,556037697335.6055,1523.29368199934
2022,4,2022Q4,goa,23220664,33502458362.18222,1442.7864062019166
2022,4,2022Q4,gujarat,329074518,548039488289.37463,1665.396310902975
2022,4,2022Q4,haryana,346421564,550189071738.4247,1588.2067657266991
2022,4,2022Q4,himachal pradesh,27607097,38681552816.71495,1401.1452495970493
2022,4,2022Q4,jammu & kashmir,37429141,54950573837.60637,1468.122761289295
2022,4,2022Q4,jharkhand,213455622,317476716109.8493,1487.3195333775247
2022,4,2022Q4,karnataka,1636914664,2207804195613.2246,1348.7594950235136
2022,4,2022Q4,kerala,145153196,188993126385.9121,1302.0252505216083
2022,4,2022Q4,ladakh,1936688,4657431512.900627,2404.843481707238
2022,4,2022Q4,lakshadweep,37014,107487767.57716052,2903.975997653875
2022,4,2022Q4,madhya pradesh,640668697,939572408725.7617,1466.5495803453648
2022,4,2022Q4,maharashtra,1659335577,2150909817409.1558,1296.247635031064
2022,4,2022Q4,manipur,3217150,8403643887.5143385,2612.1392808897126
2022,4,2022Q4,meghalaya,3625736,8280326984.293905,2283.7644506643355
2022,4,2022Q4,mizoram,1018730,2778304892.2491627,2727.2239869731557
2022,4,2022Q4,nagaland,2580507,7441611698.7912445,2883.7789235957293
2022,4,2022Q4,odisha,425780932,632323496876.2422,1485.0911568680633
2022,4,2022Q4,puducherry,9748055,13613642032.366386,1396.549571413619
2022,4,2022Q4,punjab,94706019,172026389446.46945,1816.425093810241
2022,4,2022Q4,rajasthan,820996227,1381577028127.7593,1682.805575338849
2022,4,2022Q4,sikkim,3192928,6611574174.825417,2070.693161519902
2022,4,2022Q4,tamil nadu,435288054,674950927795.2251,1550.5845418749423
2022,4,2022Q4,telangana,1298732509,2182810144779.9902,1680.7234204530027
2022,4,2022Q4,tripura,6360774,11623038234.726625,1827.2993561360026
2022,4,2022Q4,uttar pradesh,890097755,1446927383901.7651,1625.5825562685136
2022,4,2022Q4,uttarakhand,75301900,102012862486.52225,1354.7183070616047
2022,4,2022Q4,west bengal,400458936,749746367003.5804,1872.2178470842775
2023,1,2023Q1,andaman & nicobar islands,2449897,4656305779.671389,1900.6128746112138
2023,1,2023Q1,andhra pradesh,1138724913,2251807395014.746,1977.4814525505565
2023,1,2023Q1,arunachal pradesh,8416665,16792360774.756207,1995.1323683140777
2023,1,2023Q1,assam,115216347,212425494987.1329,1843.7096863271745
2023,1,2023Q1,bihar,557298485,1037888852800.0654,1862.357212042422
2023,1,2023Q1,chandigarh,10182795,13320740709.154438,1308.1615321878166
2023,1,2023Q1,chhattisgarh,214685457,299544060546.12585,1395.2694548197824
2023,1,2023Q1,dadra & nagar haveli & daman & diu,11627938,12184562485.612377,1047.8695780466303
2023,1,2023Q1,delhi,408284405,611515329918.7366,1497.7680323566035
2023,1,2023Q1,goa,24526280,35270734819.251785,1438.0792692267962
2023,1,2023Q1,gujarat,369002002,602862655965.1804,1633.7652714555745
2023,1,2023Q1,haryana,382428292,593038018688.3391,1550.716908487354
2023,1,2023Q1,himachal pradesh,28591197,38288728154.99783,1339.178914230063
2023,1,2023Q1,jammu & kashmir,42238384,56989379844.37264,1349.2320123888414
2023,1,2023Q1,jharkhand,242977596,367883618513.0067,1514.06394897827
2023,1,2023Q1,karnataka,1832273719,2470385672596.304,1348.262351295726
2023,1,2023Q1,kerala,148764769,194875581991.6593,1309.9578838566226
2023,1,2023Q1,ladakh,1882925,4287184387.0438447,2276.8747491503086
2023,1,2023Q1,lakshadweep,43520,120064282.06789017,2758.8300107511527
2023,1,2023Q1,madhya pradesh,730638617,1058319171944.054,1448.4851297478763
2023,1,2023Q1,maharashtra,1843209645,2363317566724.5234,1282.1751302872135
2023,1,2023Q1,manipur,3435277,8751539696.43811,2547.549934528747
2023,1,2023Q1,meghalaya,4171750,9672439462.99083,2318.556831783024
2023,1,2023Q1,mizoram,1116672,3027223071.995682,2710.933086882882
2023,1,2023Q1,nagaland,2834148,8050868360.056755,2840.6661755337955
2023,1,2023Q1,odisha,480048713,753356890534.1677,1569.3342574051808
2023,1,2023Q1,puducherry,10217489,14216402974.75116,1391.3793276167128
2023,1,2023Q1,punjab,98153837,175864657816.9519,1791.7247373319894
2023,1,2023Q1,rajasthan,919098766,1551787489613.533,1688.3794723901663
2023,1,2023Q1,sikkim,3401499,6708361128.239864,1972.177892229239
2023,1,2023Q1,tamil nadu,468044832,720402614621.3375,1539.1743811014614
2023,1,2023Q1,telangana,1424621673,2371715741378.491,1664.8039169473532
2023,1,2023Q1,tripura,7564973,13869349810.241547,1833.3640860636974
2023,1,2023Q1,uttar pradesh,1011060339,1635880038405.158,1617.9845804486233
2023,1,2023Q1,uttarakhand,80316638,106914144085.76015,1331.1581105494001
2023,1,2023Q1,west bengal,468933668,898862460705.0684,1916.8221905215566
2023,2,2023Q2,andaman & nicobar islands,2939168,5236683780.982016,1781.6891654311748
2023,2,2023Q2,andhra pradesh,1295037315,2509703988271.9307,1937.9395166477736
2023,2,2023Q2,arunachal pradesh,10917104,20359353648.82662,1864.9042501405702
2023,2,2023Q2,assam,139599202,235261543203.49353,1685.2642410054286
2023,2,2023Q2,bihar,698546493,1224912261750.1792,1753.515727334958
2023,2,2023Q2,chandigarh,12002645,15001734621.098116,1249.8690597862485
2023,2,2023Q2,chhattisgarh,250168113,331458751118.9755,1324.9440432041613
2023,2,2023Q2,dadra & nagar haveli & daman & diu,13139339,13293978308.32088,1011.7691847604267
2023,2,2023Q2,delhi,479877785,661524275756.0029,1378.5265674592604
2023,2,2023Q2,goa,26864800,38615163972.77406,1437.3888498248289
2023,2,2023Q2,gujarat,425451706,650588973801.5613,1529.172323501181
2023,2,2023Q2,haryana,458437725,663139120171.8699,1446.5195249188314
2023,2,2023Q2,himachal pradesh,36965811,47592612549.69776,1287.4764887397644
2023,2,2023Q2,jammu & kashmir,59065448,77930824657.73734,1319.3978425040868
2023,2,2023Q2,jharkhand,292499192,422886248541.147,1445.7689460596766
2023,2,2023Q2,karnataka,2052780671,2779793686048.242,1354.160103570189
2023,2,2023Q2,kerala,157861037,209357724479.30676,1326.2153122642085
2023,2,2023Q2,ladakh,3396028,7790389777.205618,2293.971008839037
2023,2,2023Q2,lakshadweep,50557,135198933.54788214,2674.188214250888
2023,2,2023Q2,madhya pradesh,843782510,1197411249860.0825,1419.0993954829455
2023,2,2023Q2,maharashtra,2058432368,2604704587837.528,1265.3826418248043
2023,2,2023Q2,manipur,1700053,4552576250.751693,2677.9025423040885
2023,2,2023Q2,meghalaya,5103808,10680548971.431965,2092.6627669833906
2023,2,2023Q2,mizoram,1286147,3263852337.1969995,2537.6977415466504
2023,2,2023Q2,nagaland,3091461,8263465628.271147,2672.996886673048
2023,2,2023Q2,odisha,540567279,798613320310.5529,1477.361563185834
